model,version,description,strategy,count,count_with_bertscore,bertscore_mean,bertscore_std,bleu_mean,bleu_std,sari_mean,sari_std,perplexity_mean,perplexity_std,lens_mean,lens_std,fkgl_delta_mean,fkgl_delta_std,fre_delta_mean,fre_delta_std,fkgl_output_mean,fre_output_mean,phase,experiment_group,retrieval
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,40,40,0.795078986883163,0.00964467919176245,0.00320813940652872,0.0018419434163057,28.7346313271809,2.97409020659438,23.6172737121582,6.66462331256431,38.1660114163507,14.7735080837505,1.07000137799986,3.02027371021253,-11.8115063311393,16.9429856240009,12.6222615070966,40.8273466867367,Open AI RAG v3,,
sonar,v1,step 1 - simple prompt engineering,constraint,189,189,0.856193611861537,0.0194255480599014,0.117745259459526,0.0694942958982901,39.8865295278184,4.0227171739598,28.0359024522166,12.6850222256905,31.2488231844161,18.079541887357,-6.79590900331268,1.85051853204851,23.458662665685,8.20269069361294,4.46177587552071,76.767782982772,Simple Prompt v1,Simple Prompt v1,none
sonar,v1,step 1 - simple prompt engineering,structured,189,189,0.853939896538144,0.0150310715840091,0.036844009973411,0.0289621571979466,35.4406170671632,3.72117120738217,38.3421101645818,11.7059322540906,52.5467417469038,15.713425630527,-6.68544341038675,2.26518930265497,25.9463056193068,10.6087662441439,4.57224146844665,79.2554259363938,Simple Prompt v1,Simple Prompt v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,189,189,0.867070862855861,0.0159234570641379,0.0584924186296133,0.0343212530640027,37.4492597839709,3.84219547554268,40.8701215774294,12.1118965408432,54.8959289675954,14.1922006193966,-6.81424879871515,2.550647372061,26.8780922998623,11.0957559738111,4.44343608011824,80.1872126169493,Simple Prompt v1,Simple Prompt v1,none
sonar,v1,step 2 - RAG top k=3,constraint,189,189,0.871613184926371,0.0396944804332149,0.15631863953155,0.0994149981908053,40.381176272143,6.88120067488096,36.5376073241865,12.4658485099557,41.2732340536884,14.629346538051,-4.89734916619122,4.17656667156223,15.7210712207059,17.8096899346169,6.36033571264218,69.0301915377929,Open AI RAG v2,,
sonar,v2,step 1 - simple prompt engineering,constraint,189,189,0.86674087356638,0.0210516202959422,0.139036092591531,0.0769094345921974,40.9294557170688,4.54648503930725,28.4356645503372,13.4041452970129,39.559245881774,21.4369097246473,-6.8584047461609,2.08693243803397,24.4774424393194,8.67032952274202,4.39928013267249,77.7865627564064,Simple Prompt v2,Simple Prompt v2,none
sonar,v2,step 1 - simple prompt engineering,structured,189,189,0.860195031557134,0.0201457337047303,0.0587619443742474,0.0384728764822129,37.4714375397323,4.43341004409778,38.4653895796922,13.9072250872579,45.8237371358175,18.7535356709347,-7.28833267750659,2.1760498801667,27.2189286870952,9.34300497831038,3.96935220132681,80.5280490041822,Simple Prompt v2,Simple Prompt v2,none
sonar,v2,step 1 - simple prompt engineering,zeroshot,189,189,0.874317011820576,0.0168790372346701,0.0941905380903174,0.05739390975454,39.3706608571142,4.26479959245719,44.0382614690791,15.3918059227042,42.6440863713938,19.0252836056082,-7.28098215848047,2.01425495999465,27.0016412447964,9.07647996744128,3.97670272035293,80.3107615618834,Simple Prompt v2,Simple Prompt v2,none
sonar,v2,step 2 - RAG top k=3,structured,189,189,0.867262247062865,0.0354282634123723,0.0993902986754818,0.0715518185439505,39.1676206738811,6.18718353404359,39.7971707803232,13.3936461586337,46.3020438060589,16.4115320517362,-5.59196285619998,3.95471859488267,19.5291787366459,16.4130617593491,5.66572202263342,72.8382990537329,Open AI RAG v2,,
sonar,v2,step 2 - RAG top k=3,zeroshot,189,189,0.875506849831374,0.0346549769727131,0.127669413369124,0.0800734859722065,40.3264129772436,6.03925083883891,42.4085912805386,13.8323418713203,43.3767571822935,14.83560163293,-5.52611878252662,4.47374154684966,19.7931778083602,17.7279151828556,5.73156609630678,73.1022981254471,Open AI RAG v2,,
sonar,v3,BGE-RAG-full,constraint,189,189,0.890353535533582,0.020982870145427,0.167520062478136,0.0686084708351753,42.2334824171134,4.8289172592559,40.4443018423817,13.3334476096677,49.2680577689813,16.8800310023182,-6.23999088729047,2.26171495177165,21.3481744241221,9.68017864862962,5.01769399154292,74.6572947412091,BGE RAG v3,,
sonar,v3,BGE-RAG-full,structured,189,189,0.879058633531843,0.0299311728803573,0.121092472990336,0.0663630553236603,40.8011518565201,5.44037152357747,40.1205405280704,12.0945730967524,52.2941048927981,15.3410653737684,-6.23541208961124,3.09685263208419,21.8861953789125,13.8880938769771,5.02227278922216,75.1953156959995,BGE RAG v3,,
sonar,v3,BGE-RAG-full,zeroshot,189,189,0.883203340901269,0.0277573145706919,0.137811250021351,0.0710339832919291,41.3471709726115,4.8478524572482,44.0264725458054,13.9537736941368,48.317252857329,16.5360875931719,-6.39860436572875,2.92800777454999,23.2733041770961,12.4595118203172,4.85908051310464,76.5824244941831,BGE RAG v3,,
sonar,v3,E5-RAG-full,constraint,189,189,0.888136906598611,0.0242767877304888,0.165250786644884,0.0817745011212911,42.1936910574624,4.69086916962764,40.6544872162834,13.154117186907,48.4097099119713,16.6591711390829,-6.27950287888243,2.45767724841653,21.6398918782901,10.2565929588566,4.97818199995097,74.949012195377,E5 RAG v3,,
sonar,v3,E5-RAG-full,structured,189,189,0.879646990034315,0.0280425967383052,0.124975853907352,0.0668035548597338,40.9713243968415,5.14131924625871,40.00240448543,13.4285672997985,52.4680081405173,16.4911122558964,-6.28870048051681,3.20122872573384,22.3192453666539,13.3619808073692,4.96898439831658,75.6283656837409,E5 RAG v3,,
sonar,v3,E5-RAG-full,zeroshot,189,189,0.882731587483139,0.0259914325645107,0.135695484618107,0.0738826947776527,41.1326311436159,4.98183715708785,43.4596931215317,13.4525133858252,50.4130805846494,16.4126834354374,-6.33738520308579,2.91748464583029,22.784928009676,12.667121790969,4.92029967574761,76.094048326763,E5 RAG v3,,
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,constraint,189,189,0.890700747727086,0.0206637908816849,0.170340007616635,0.0768760469327281,42.2861031709556,4.79956857045946,39.9072646186465,12.9355308989994,49.6521684420402,16.7369037066905,-6.23265639619901,2.27988486226517,21.3280949158876,9.40727243645098,5.02502848263439,74.6372152329747,Open AI RAG v3,,
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,structured,189,189,0.876784720118084,0.0308065674733444,0.114612411517324,0.0666222973112389,40.3483545562579,5.89532223470104,41.0633085745352,12.7939546502678,50.8307184532671,16.1868964198115,-6.11280389471461,3.24983456246693,21.6065930841524,14.056699275734,5.14488098411878,74.9157134012394,Open AI RAG v3,,
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,189,189,0.882221695291933,0.0288090661401921,0.134523167754421,0.0754374719018179,40.9610376956631,5.24605731005713,43.9257503186584,13.3748418559877,48.3410951834186,16.588229368157,-6.13673046223095,2.93674878369033,21.8648252762094,12.4714115314861,5.12095441660245,75.1739455932964,Open AI RAG v3,,
