model,version,description,strategy,count,count_with_bertscore,bertscore_mean,bertscore_std,bleu_mean,bleu_std,sari_mean,sari_std,perplexity_mean,perplexity_std,lens_mean,lens_std,fkgl_delta_mean,fkgl_delta_std,fre_delta_mean,fre_delta_std,fkgl_output_mean,fre_output_mean,phase,experiment_group,retrieval
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,189,189,0.878245581079412,0.0136754259450856,0.0897196046349772,0.0488562969278007,39.6718271722589,4.29588589365195,26.3761288627746,5.65443936933067,74.9255086558988,6.39603746346146,-4.41189375773191,1.61550287938613,15.5187918002181,6.98918738782801,6.84579112110149,68.8279121173051,Simple Prompt v2,Simple Prompt v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,189,189,0.881090896785575,0.021502145467251,0.116185385065015,0.0534448938364869,41.3127487473991,4.57889189457821,24.3108674104882,6.985004720846,67.8914162193048,9.06273215546221,-4.99614774610866,1.84811549276218,17.9347924609706,8.38803388253256,6.26153713272473,71.2439127780576,Simple Prompt v2,Simple Prompt v2,none
gpt-4o-mini,v2,step 2 - RAG top k=3,structured,189,189,0.880162522275612,0.0134964550566858,0.0977416118688012,0.0469228639200464,40.1042789725856,4.07417222729177,25.3766863232567,5.38824938740941,74.4248760025857,7.01710336403965,-3.98295284375337,1.52692367271866,14.2702409669093,6.85847934187827,7.27473203508002,67.5793612839963,Open AI RAG v2,,
gpt-4o-mini,v2,step 2 - RAG top k=3,zeroshot,189,189,0.878751914967936,0.0249584487714559,0.108442892413109,0.0501961125496447,41.0931930272299,5.12474813482146,21.3395330994217,6.26406418653721,67.5167155289116,9.1602512470309,-4.65467503088168,1.72993891605035,16.8174045172277,7.76289896668092,6.60300984795171,70.1265248343148,Open AI RAG v2,,
gpt-4o-mini,v3,BGE-RAG-full,constraint,189,189,0.894211035872263,0.0152838448967131,0.163012185745227,0.0575363553586752,43.819697773214,3.91366392651129,26.5730284282139,5.08812751270615,72.2739162453551,5.32450329456227,-4.36154442458431,1.41597175104221,16.1783160706138,5.73527632049269,6.89614045424908,69.4874363877008,BGE RAG v3,,
gpt-4o-mini,v3,BGE-RAG-full,structured,189,189,0.879473188251415,0.0162648456195781,0.0980106263549741,0.0508998580551785,39.9433261749864,4.42748107392378,29.4417042908845,37.8215331478236,74.421026752257,8.34621547668356,-3.97621812029765,1.61687942583277,14.4116868685508,7.2424992912625,7.28146675853574,67.7208071856378,BGE RAG v3,,
gpt-4o-mini,v3,BGE-RAG-full,zeroshot,189,189,0.884560735137374,0.01625786686497,0.115509244203886,0.050660911598629,41.2388213897325,4.24233665560255,26.2402184501527,6.04045419978835,73.2294957294084,6.45098448020691,-4.34428186055104,1.49397109089349,15.4433774071259,6.45469186366697,6.91340301828235,68.7524977242129,BGE RAG v3,,
gpt-4o-mini,v3,E5-RAG-full,constraint,189,189,0.893388334720854,0.0165022261925391,0.163739627858616,0.0604430067536205,43.7956713877123,3.97223985244474,26.893186226093,5.34821942137313,72.0369253016803,6.00562598582923,-4.29008819831116,1.32746134286326,15.872103270879,5.37526875505778,6.96759668052224,69.181223587966,E5 RAG v3,,
gpt-4o-mini,v3,E5-RAG-full,structured,189,189,0.881027975095012,0.0151209578528405,0.101050132616627,0.051114090706221,40.2518563696867,4.26203259566833,26.3136554647375,5.41983676147882,74.2829921831257,6.24464126352271,-3.94480522682459,1.53149420125636,14.1791305227905,6.55797160359803,7.31287965200881,67.4882508398775,E5 RAG v3,,
gpt-4o-mini,v3,E5-RAG-full,zeroshot,189,189,0.883672788975731,0.0197670109640701,0.115770074724354,0.0536407524723344,41.2916810659347,4.50139960276479,25.8351942496325,6.45096538441971,72.6843757695713,7.23035771084008,-4.36300814997044,1.50221400096407,15.4948561417515,6.50793726106146,6.89467672886295,68.8039764588385,E5 RAG v3,,
